datetime,close,volume,open,high,low,missing
2014-02-12,2.85,26037.0,2.85,3.25,2.8,0.0
2014-02-13,2.84,5874.0,2.78,2.88,2.74,0.0
2014-02-14,2.68,3507.0,2.75,2.8694,2.659,0.0
2014-02-17,2.68,3507.0,2.75,2.8694,2.659,1.0
2014-02-18,2.74,3836.0,2.7,2.88,2.7,0.0
2014-02-19,2.8001,1100.0,2.741,2.8001,2.741,0.0
2014-02-20,2.78,10974.0,2.774,2.78,2.75,0.0
2014-02-21,2.81,919.0,2.78,2.82,2.78,0.0
2014-02-24,2.8201,4465.0,2.82,2.88,2.82,0.0
2014-02-25,2.82,1090.0,2.82,2.8201,2.82,0.0
2014-02-26,2.8206,1374.0,2.82,2.8206,2.82,0.0
2014-02-27,2.51,9856.0,2.6,2.6519,2.42,0.0
2014-02-28,2.54,9613.0,2.53,2.54,2.5,0.0
2014-03-03,2.705,661.0,2.705,2.705,2.705,0.0
2014-03-04,2.56,9105.0,2.67,2.67,2.54,0.0
2014-03-05,2.4999,10801.0,2.52,2.5201,2.41,0.0
2014-03-06,2.31,6712.0,2.3618,2.4,2.31,0.0
2014-03-07,2.31,6114.0,2.31,2.3101,2.31,0.0
2014-03-10,2.3101,425.0,2.3354,2.3354,2.3101,0.0
2014-03-11,2.1271,2238.0,2.31,2.321,2.1271,0.0
2014-03-12,2.15,2398.0,2.15,2.16,2.15,0.0
2014-03-13,2.23,3697.0,2.31,2.31,2.23,0.0
2014-03-14,2.2388,100.0,2.2388,2.2388,2.2388,0.0
2014-03-17,2.23,3475.0,2.23,2.23,2.19,0.0
2014-03-18,2.04,8586.0,2.15,2.15,2.03,0.0
2014-03-19,3.24,163317.0,2.17,3.99,2.03,0.0
2014-03-20,2.99,57461.0,2.98,3.19,2.7987,0.0
2014-03-21,2.92,11586.0,2.99,3.0825,2.9,0.0
2014-03-24,2.95,1202.0,2.91,2.95,2.91,0.0
2014-03-25,3.139,5811.0,2.9401,3.2299,2.9401,0.0
2014-03-26,2.87,15761.0,3.1,3.1,2.77,0.0
2014-03-27,3.0825,1328.0,2.87,3.0825,2.87,0.0
2014-03-28,3.0,650.0,3.1,3.1,3.0,0.0
2014-03-31,3.08,1800.0,2.9,3.09,2.9,0.0
2014-04-01,3.02,4003.0,3.03,3.04,3.0199,0.0
2014-04-02,3.0,399.0,3.0,3.0,3.0,0.0
2014-04-03,3.0,0.0,3.0,3.0,3.0,0.0
2014-04-04,3.0,0.0,3.0,3.0,3.0,0.0
2014-04-07,2.94,4633.0,2.96,2.97,2.9,0.0
2014-04-08,2.91,331.0,2.91,2.91,2.91,0.0
2014-04-09,2.93,898.0,2.9299,2.93,2.9299,0.0
2014-04-10,2.93,0.0,2.93,2.93,2.93,0.0
